PH1,PH2,PH3,PH4,PH5,PH6,PH7,PH8,PH9,PH10,PH11,PH12,PH13,PH14,PH15
1,1,1, 0.850036382994481, 0.595388822671438, 0.640668496359431, 0.895316056682475,1,1,1,1,1,1,1,1
1,1,1, 0.850617947897788, 0.597264138059249, 0.642674432425136, 0.896028242263674,1,1,1,1,1,1,1,1
1,1,1, 0.850815990771315, 0.598314456378060, 0.644180940442177, 0.896682474835431,1,1,1,1,1,1,1,1
1,1,1, 0.847117982501829, 0.586377808846165, 0.631401670186843, 0.892141843842507,1,1,1,1,1,1,1,1
1,1,1, 0.847596572590435, 0.587722813864014, 0.632655909956722, 0.892529668683143,1,1,1,1,1,1,1,1
1,1,1, 0.841459635179200, 0.567609222032944, 0.610839538528288, 0.778586503359127, 0.684536477476054, 0.687383299898357, 0.896743374106887,1,1,1,1,1
1,1,1, 0.844528870807707, 0.575305336236811, 0.617024060050503, 0.777388302245381, 0.782281415247965, 0.891140707623983,1,1,1,1,1,1
1,1,1, 0.839135689909033, 0.557046176676955, 0.596685283626810, 0.762686259719336, 0.658060869653339, 0.664387350725333, 0.890237943932442,1,1,1,1,1
1,1,1, 0.841186471841819, 0.561246705142923, 0.598933994760389, 0.758432756716615, 0.650891413481051, 0.663105841190112, 0.891773422966391,1,1,1,1,1
1,1,1, 0.837163924623878, 0.547010661392812, 0.582529548913990, 0.746114539708698, 0.631831818394689, 0.643368454098454, 0.884968363267406,1,1,1,1,1
1,1,1, 0.841793579724612, 0.557429341844863, 0.589477944515888, 0.741203610908678, 0.620599498043048, 0.639114710546974, 0.885876641016967,1,1,1,1,1
1,1,1, 0.838643315938454, 0.545508605869027, 0.466939221398660, 0.513476523999219, 0.494537731652768, 0.620719643188112, 0.879584504066475,1,1,1,1,1
1,1,1, 0.843509558192536, 0.556817769849937, 0.473112403471036, 0.506069192237698, 0.481875293767467, 0.614961124611514, 0.879350831268111,1,1,1,1,1
1,1,1, 0.848836335794570, 0.569987258363141, 0.482649889306826, 0.502713669828517, 0.472714226892340, 0.610968724478146, 0.879469200676068,1,1,1,1,1
1,1,1, 0.844550746777088, 0.551091261114956, 0.444531090485615, 0.454271639057877, 0.423777886620203, 0.574713393096978, 0.867216569386906,1,1,1,1,1
1,1,1, 0.850621685288516, 0.565107209102842, 0.451654457275412, 0.443359930098550, 0.407357738225869, 0.569447581474627, 0.868280839886221,1,1,1,1,1
1,1,1, 0.848725127658737, 0.553657743474142, 0.423606317668968, 0.404492011877057, 0.367828824390384, 0.540668932407185, 0.858658418040294,1,1,1,1,1
1,1,1, 0.853219315107274, 0.563305808134924, 0.426095495119507, 0.391417633603992, 0.351555642360643, 0.536027214356359, 0.859880203507852,1,1,1,1,1
1,1,1, 0.852786454155493, 0.556080051669565, 0.402717558078705, 0.355877055716321, 0.315341854039042, 0.510241239829079, 0.851352480941724,1,1,1,1,1
1,1,1, 0.854878418698183, 0.558707205058446, 0.396907105673261, 0.338841037692884, 0.297303368979675, 0.501446534470609, 0.849905883870820,1,1,1,1,1
1,1,1, 0.850147271965390, 0.539130514952205, 0.360727131381710, 0.303104126300544, 0.270717847248607, 0.480262898153737, 0.840905288810779,1,1,1,1,1
1,1,1, 0.853917293796944, 0.540475356412007, 0.336901514772869, 0.258520263669913, 0.228835207891947, 0.347894020375356, 0.624286979783607, 0.897051355788092,1,1,1,1
1,1,1, 0.891588154677603, 0.649607745374940, 0.455493919414597, 0.284971971866565, 0.199518696555874, 0.467587356361366, 0.855566302954796,1,1,1,1,1
1,1,1, 0.892459964075570, 0.649548503879831, 0.447794011227047, 0.266782374870087, 0.178406014473403, 0.454658214299001, 0.852329103272899,1,1,1,1,1
1,1,1, 0.860039355376620, 0.546809883664343, 0.311434608688679, 0.214672502646484, 0.197447222791840, 0.301923767510786, 0.573606648138308, 0.879121681173835,1,1,1,1
1,1,1, 0.860571610880152, 0.547831636371936, 0.310924845650892, 0.212922760732089, 0.196456549173744, 0.300488621856565, 0.571662952936343, 0.878372939680542,1,1,1,1
1,1,1, 0.867218921505783, 0.570366283263503, 0.344843295299856, 0.248251334554040, 0.210340945388111, 0.270258995172881, 0.529949264938851, 0.863475814142177,1,1,1,1
1,1,1, 0.866690378260267, 0.569367661337912, 0.345298619877608, 0.249844650033250, 0.211268132624140, 0.271776516723081, 0.532007456524300, 0.864275759192073,1,1,1,1
1,1,1, 0.858807612358085, 0.541278334632980, 0.320709706672348, 0.305143964942090, 0.269234093313482, 0.178806713198464, 0.270934089282932, 0.562435383981861, 0.867978895128546,1,1,1
1,1,1, 0.865829050629861, 0.557924303727659, 0.328477279749227, 0.299452289262152, 0.276107261013733, 0.193453634332121, 0.263351746231085, 0.545536144650614, 0.862601034348641,1,1,1
1,1,1, 0.884967960461529, 0.619525432259840, 0.417958930477788, 0.391536111670440, 0.364452018517297, 0.233707169335774, 0.209556086245036, 0.468937420939823, 0.836771138504226,1,1,1
1,1,1, 0.884967960461529, 0.619525432259840, 0.417958930477788, 0.391536111670440, 0.364452018517297, 0.233707169335774, 0.209556086245036, 0.468937420939823, 0.836771138504226,1,1,1
1,1,1,1, 0.871812880515868, 0.594487834377575, 0.462052516974649, 0.432755548662022, 0.272412931700168, 0.167458759731310, 0.402675176791331, 0.814251363211109,1,1,1
1,1,1,1, 0.873548586774592, 0.593949059401100, 0.455885408340936, 0.434284230092475, 0.276763003201185, 0.156585660719377, 0.389446439484872, 0.810824487588633,1,1,1
1,1,1,1, 0.888493955951605, 0.640353863460353, 0.615225859065892, 0.689843537543464, 0.402955184626098, 0.119794084485799, 0.231959995958081, 0.583970547031553, 0.895327036919494,1,1
1,1,1,1, 0.888633629445750, 0.639932986982021, 0.613965085626793, 0.689834602198151, 0.406799272567303, 0.125475904294949, 0.235548079843775, 0.586021166533771, 0.896318592525271,1,1
1,1,1,1,1, 0.883221927364364, 0.766443854728728, 0.735366218360526, 0.480620854623195, 0.177116951121470, 0.201022669182139, 0.532456448511837, 0.880074166824135,1,1
1,1,1,1,1, 0.884675705087823, 0.769351410175645, 0.736457282964374, 0.479280832255678, 0.173197670631986, 0.193165981500088, 0.524954390744173, 0.877486825496945,1,1
1,1,1,1,1,1,1, 0.866976559293072, 0.525212206913411, 0.209816110339844, 0.178385415576682, 0.493288531322116, 0.866483578464939,1,1
1,1,1,1,1,1,1, 0.867978894146006, 0.529274262589235, 0.204611853196393, 0.151787926157202, 0.466942872352131, 0.858471430948094,1,1
1,1,1,1,1,1,1, 0.883923674334740, 0.577083793830346, 0.269244254353764, 0.192302007684772, 0.465588055955940, 0.849370183129324,1,1
1,1,1,1,1,1,1, 0.888080739709770, 0.592007127225842, 0.293497177199892, 0.199334300833574, 0.445801880421993, 0.836038369272238,1,1
1,1,1,1,1,1,1, 0.895742366215573, 0.620115132248691, 0.344047786634569, 0.229477265832761, 0.428559869678715, 0.818757624447405,1,1
1,1,1,1,1,1,1,1, 0.859504420206772, 0.539566615655736, 0.291429835801230, 0.402177505462341, 0.790809865110074,1,1
1,1,1,1,1,1,1,1, 0.873438024994726, 0.583483490177163, 0.321823954081199, 0.386949537609815, 0.775171048711052,1,1
1,1,1,1,1,1,1,1, 0.895327034451933, 0.649125494656183, 0.362269899501940, 0.242328385209169, 0.517713878277583, 0.883856932366104,1
1,1,1,1,1,1,1,1,1,1, 0.830350391426237, 0.475993285741210, 0.342057099013851, 0.577535906509018, 0.881121701810141
1,1,1,1,1,1,1,1,1,1, 0.840252672828288, 0.475356088467859, 0.285456719697315, 0.505855865304208, 0.855502561246463
1,1,1,1,1,1,1,1,1,1, 0.860645871354395, 0.496933318912935, 0.255085451327509, 0.461954431333794, 0.843156427564825
1,1,1,1,1,1,1,1,1,1, 0.866627261151378, 0.501855502806749, 0.233671421207116, 0.428285378599495, 0.829842199047750
1,1,1,1,1,1,1,1,1,1, 0.883856936165924, 0.517713873998823, 0.204531051030766, 0.391348224728757, 0.820674111530891
1,1,1,1,1,1,1,1,1,1, 0.890965904527996, 0.552479530054638, 0.234362640300496, 0.263767882801792, 0.468154016533404
1,1,1,1,1,1,1,1,1,1,1, 0.775857319558116, 0.347788638031541, 0.247435670306458, 0.434365057668484
1,1,1,1,1,1,1,1,1,1,1, 0.797346660952770, 0.368710762769102, 0.206927119488721, 0.358654171290045
1,1,1,1,1,1,1,1,1,1,1, 0.803868792889517, 0.377958226226204, 0.196620892512393, 0.327153096632775
1,1,1,1,1,1,1,1,1,1,1, 0.821281293617406, 0.393970883854817, 0.161832662395355, 0.264612623233825
1,1,1,1,1,1,1,1,1,1,1, 0.820674114116025, 0.391348249694047, 0.159447681423230, 0.266320594611628
1,1,1,1,1,1,1,1,1,1,1, 0.834438249819321, 0.434423121329552, 0.195065723203440, 0.254149311697810
1,1,1,1,1,1,1,1,1,1,1, 0.829669048123278, 0.432306618812459, 0.219962187013358, 0.306036803840727
1,1,1,1,1,1,1,1,1,1,1, 0.838966739273541, 0.458132749554907, 0.239420990977340, 0.300366400072271
1,1,1,1,1,1,1,1,1,1,1, 0.851483949898376, 0.494355275689591, 0.270272231804264, 0.299427966253469
1,1,1,1,1,1,1,1,1,1,1, 0.872376941177518, 0.556552561204921, 0.330343562039967, 0.314906468337920
1,1,1,1,1,1,1,1,1,1,1,1, 0.838773529605896, 0.427547066458102, 0.0887735513448251
1,1,1,1,1,1,1,1,1,1,1, 0.893071665471141, 0.610951709924876, 0.313578336643576, 0.137478118604335
  0.662344414412713, 0.887448138137571,1,1,1,1,1,1,1,1,1,1, 0.878868181393016, 0.583702684482852, 0.356767146483477
  0.573217364502986, 0.857739121500995,1,1,1,1,1,1,1,1,1,1,1, 0.862606738581778, 0.587820215745335
  0.372870537721580, 0.587600586973787, 0.877986244639956,1,1,1,1,1,1,1,1,1,1,1,1
  0.225473129842789, 0.495186498666876, 0.852017273231568,1,1,1,1,1,1,1,1,1,1,1,1
  0.0621658505965120, 0.253754032006144, 0.571010598290364, 0.879422392289985,1,1,1,1,1,1,1,1,1,1,1
  0.0713485450965724, 0.255777650685980, 0.569652364379632, 0.878896773562399,1,1,1,1,1,1,1,1,1,1,1
  0.112014955144542, 0.209340427178718, 0.503855877949874, 0.857610437622537,1,1,1,1,1,1,1,1,1,1,1
  0.112879233780480, 0.208600141774406, 0.502488592393289, 0.857074538631958,1,1,1,1,1,1,1,1,1,1,1
  0.130009899803528, 0.211559974378654, 0.499707449011562, 0.856266745960768,1,1,1,1,1,1,1,1,1,1,1
  0.131909198724143, 0.211503464639117, 0.498530049741759, 0.855721293359369,1,1,1,1,1,1,1,1,1,1,1
  0.186497466495385, 0.132154164756705, 0.278679419332960, 0.597393850047020, 0.888702764604341,1,1,1,1,1,1,1,1,1,1
  0.189979740179325, 0.137324622844593, 0.279634759837314, 0.595307213063657, 0.887885646734832,1,1,1,1,1,1,1,1,1,1
  0.192441558064769, 0.140826574623045, 0.280387245921584, 0.594034198185996, 0.887371258166491,1,1,1,1,1,1,1,1,1,1
  0.366445742287803, 0.223468928187177, 0.189829489711256, 0.464874030605714, 0.845436867550827,1,1,1,1,1,1,1,1,1,1
  0.367385228414777, 0.223757227870315, 0.188068998445686, 0.462403305927759, 0.844484956051339,1,1,1,1,1,1,1,1,1,1
  0.457500680555433, 0.271024608733052, 0.148007157130755, 0.399607727223953, 0.823643494506402,1,1,1,1,1,1,1,1,1,1
  0.458255562856869, 0.269399092793684, 0.142718762348033, 0.395460814689953, 0.822730400734854,1,1,1,1,1,1,1,1,1,1
  0.840898036457995, 0.453484288141247, 0.186697183401114, 0.376533648210466, 0.802422716492604,1,1,1,1,1,1,1,1,1,1
  0.841173785672804, 0.454372072593007, 0.186597916178085, 0.272342044171915, 0.596509701817586, 0.897567286903552,1,1,1,1,1,1,1,1,1
  0.862915938363018, 0.520662620690356, 0.232470816596194, 0.233710152053297, 0.538078645264343, 0.879092627479903,1,1,1,1,1,1,1,1,1
  0.863458444290289, 0.522604543911649, 0.232571769010142, 0.227573963380339, 0.530558573925401, 0.876410279933844,1,1,1,1,1,1,1,1,1
  0.887368836746101, 0.595228860417469, 0.287187812535824, 0.194905419110384, 0.472318658552667, 0.856741028306739,1,1,1,1,1,1,1,1,1
  0.888702774102917, 0.600135961289297, 0.284163605430242, 0.173279110392226, 0.345437280268152, 0.639228489251608, 0.894339901131821,1,1,1,1,1,1,1,1
1, 0.840532212588089, 0.449173775795208, 0.212221778752689, 0.322760657905529, 0.602890019793380, 0.883709577433421,1,1,1,1,1,1,1,1
1, 0.865268520320542, 0.523985377106291, 0.268041742573137, 0.295639134108480, 0.556751947320003, 0.870437698998911,1,1,1,1,1,1,1,1
1, 0.876134875213574, 0.561318160885204, 0.286657844406332, 0.234878387549299, 0.474381509352547, 0.840977680537950, 0.886506013632737, 0.773012027265474, 0.886506013632737,1,1,1,1,1
1, 0.896889434448271, 0.623136864509245, 0.327540278718096, 0.201712276956679, 0.319856497711493, 0.610389563568731, 0.765562411233767, 0.749219834153942, 0.874609917076971,1,1,1,1,1
1,1, 0.836423939459758, 0.438697016476151, 0.185624345967860, 0.281546208176627, 0.578887747055488, 0.745566987143462, 0.729748358626270, 0.864874179313135,1,1,1,1,1
1,1, 0.850548692161304, 0.451097394633283, 0.161795416950833, 0.244081354841000, 0.446882537691319, 0.515315466688031, 0.610075177582506, 0.858807608223649,1,1,1,1,1
1,1, 0.859989984022668, 0.485548827504583, 0.187322526308409, 0.215519959587340, 0.395399292895002, 0.471741943173353, 0.576116291337838, 0.846017364298640,1,1,1,1,1
1,1, 0.870164448230773, 0.512854497567235, 0.206851704379834, 0.205692740454763, 0.365215448807948, 0.440341688885482, 0.559525319054998, 0.842867993566073,1,1,1,1,1
1,1, 0.880138183299971, 0.547331124925560, 0.230852771204108, 0.175832457358658, 0.314420377855945, 0.399797336875336, 0.528418980050489, 0.830869393250959,1,1,1,1,1
1,1, 0.885348551372456, 0.564945941965305, 0.243330663021066, 0.162431512615383, 0.291621795469573, 0.386569694242222, 0.523582529616566, 0.829936390656751,1,1,1,1,1
1,1, 0.893993512592728, 0.594127311310932, 0.265416410845497, 0.142690110591303, 0.255405633625462, 0.359842052707319, 0.394072230640983, 0.602345671343621, 0.890117358248506,1,1,1,1
1,1, 0.894339901163593, 0.599926512760326, 0.266833332983167, 0.128441203165519, 0.249017529098721, 0.370114734461879, 0.400448756930729, 0.600651028928577, 0.888493959140090,1,1,1,1
1,1,1, 0.819199922930840, 0.396653558881685, 0.146452516402115, 0.242621213171837, 0.356297828251527, 0.385282585272712, 0.585415849241844, 0.882808759500092,1,1,1,1
1,1, 0.897464729814891, 0.622568844949982, 0.326170454272867, 0.193292973493763, 0.289714244756600, 0.401653982083038, 0.409458748911831, 0.585106312638583, 0.879813935409179,1,1,1,1
1,1,1, 0.833507621280567, 0.444644505818443, 0.203755181453730, 0.285225477753687, 0.393743732683848, 0.400416333052193, 0.575041157745631, 0.875761376539453,1,1,1,1
1,1,1, 0.852310543440550, 0.498975527722397, 0.215293242605415, 0.184032558561361, 0.268651334724059, 0.333299723721715, 0.547988826740157, 0.867936137504707,1,1,1,1
1,1,1, 0.854848229688337, 0.506369517577751, 0.221045334790330, 0.184107248671023, 0.268461090506414, 0.332394908697067, 0.544888364255482, 0.866371344294722,1,1,1,1
1,1,1, 0.869166247376419, 0.553616520498712, 0.252801209729274, 0.145939030964401, 0.216266881737821, 0.317771036558889, 0.544026894472887, 0.864934645294400,1,1,1,1
1,1,1, 0.871587947610773, 0.560370371167862, 0.255976906777561, 0.143271390620324, 0.216729678802938, 0.318594593280168, 0.541307772476778, 0.863365950599695,1,1,1,1
1,1,1, 0.872346878166791, 0.564185247671396, 0.273020990340165, 0.169227525114186, 0.219008511521623, 0.288772794287402, 0.404974760414576, 0.641131792158062, 0.893966218787890,1,1,1
1,1,1, 0.874643180049732, 0.570601991670618, 0.279574254285544, 0.173851506791962, 0.223678457464853, 0.290828392159438, 0.401738301420654, 0.636824746679398, 0.892472444080631,1,1,1
1,1,1, 0.874357923236227, 0.570992600196021, 0.318801802753565, 0.287067399432490, 0.322425585465377, 0.273790415633483, 0.304613089713452, 0.552946278264571, 0.864598292357944,1,1,1
1,1,1, 0.881590324267885, 0.591723980117404, 0.339673011551681, 0.297654505396721, 0.333973995923945, 0.286212499229193, 0.303664829388247, 0.545008420432418, 0.861697244043980,1,1,1
1,1,1, 0.887299484715079, 0.613685378525834, 0.386510806632507, 0.364485131498641, 0.389055517391895, 0.293191552069553, 0.261681519765320, 0.499247863231195, 0.846062596820421,1,1,1
1,1,1, 0.895187506599207, 0.635622435306950, 0.407330169278806, 0.373371113196060, 0.399974988425659, 0.308492270950837, 0.265228657170119, 0.494148910527900, 0.843913408507957,1,1,1
1,1,1,1, 0.860016401492327, 0.562117743707082, 0.544186282937181, 0.660647909230619, 0.431099297133172, 0.233928381156697, 0.448810744946644, 0.827418692414928,1,1,1
1,1,1,1, 0.860773939243448, 0.563509200364244, 0.544696582998144, 0.661503537869710, 0.433217585606609, 0.235103777529437, 0.448723662208493, 0.827295254293304,1,1,1
1,1,1,1, 0.884842376024938, 0.636257772159955, 0.617988416245096, 0.711136473780946, 0.485850373413768, 0.251738047485592, 0.424178789413347, 0.813727661670656,1,1,1
1,1,1,1, 0.884472686140873, 0.635876678945649, 0.618335299468681, 0.710984426303216, 0.484479131358217, 0.250278866882505, 0.423332818247609, 0.813479963084008,1,1,1
1,1,1,1, 0.883229382991161, 0.634934074165710, 0.620179999357938, 0.710830759534251, 0.480294976478663, 0.246457368617573, 0.421451613202608, 0.812933769712835,1,1,1
1,1,1,1,1, 0.895010145707796, 0.790020291415592, 0.762401388223073, 0.539424115544271, 0.274451007068606, 0.286808541451382, 0.571004311297646, 0.886613903885875,1,1
1,1,1,1,1,1,1, 0.868088365521480, 0.542544753383558, 0.278244287753298, 0.281852107367476, 0.558708537401890, 0.880644329925634,1,1
1,1,1,1,1,1,1, 0.877208844355664, 0.565002435793447, 0.289572751057535, 0.263239008248682, 0.531725284720229, 0.870265436091299,1,1
1,1,1,1,1,1,1, 0.881058737425716, 0.579477346866328, 0.311419162507759, 0.268522573010476, 0.515403358834406, 0.859881338891077,1,1
1,1,1,1,1,1,1, 0.888561966982878, 0.607638961575290, 0.358114985725243, 0.296381256980539, 0.506163568172122, 0.848820302324413,1,1
1,1,1,1,1,1,1,1, 0.845975900087939, 0.506613308993050, 0.308080909987283, 0.480225493347174, 0.832781992265001,1,1
1,1,1,1,1,1,1,1, 0.864132010670512, 0.562646204534002, 0.355140099905197, 0.478869628890436, 0.822243722848729,1,1
1,1,1,1,1,1,1,1, 0.882322031935393, 0.614880804426099, 0.393505739045724, 0.471657192554722, 0.810710225999704,1,1
1,1,1,1,1,1,1,1, 0.897535089124134, 0.661884164880983, 0.442464270739530, 0.372352821382280, 0.577174044449228, 0.882936418049630,1
1,1,1,1,1,1,1,1,1, 0.879051114044093, 0.570364481487938, 0.374131774275464, 0.553374560263487, 0.870556153431868,1
1,1,1,1,1,1,1,1,1,1, 0.823372985872037, 0.497096834747794, 0.405337366940352, 0.612876173125469, 0.881262655060874
1,1,1,1,1,1,1,1,1,1, 0.836621343456853, 0.507060970882285, 0.368873119934519, 0.563048701049595, 0.864615208540508
1,1,1,1,1,1,1,1,1,1, 0.849902502836421, 0.521938390269158, 0.338334912133468, 0.510464664805149, 0.844165640104417
1,1,1,1,1,1,1,1,1,1, 0.857663047921448, 0.529756471677896, 0.321507321361520, 0.484397419375144, 0.834983521770072
1,1,1,1,1,1,1,1,1,1, 0.861183867518776, 0.535277606277209, 0.317329266923880, 0.473561185091235, 0.830325656925789
1,1,1,1,1,1,1,1,1,1, 0.865882530545180, 0.544454401475479, 0.317449767768815, 0.465066453291914, 0.826188556453398
1,1,1,1,1,1,1,1,1,1, 0.863565548444565, 0.541791209018230, 0.321849770470616, 0.472588107664805, 0.828963997767853
1,1,1,1,1,1,1,1,1,1, 0.872109453476904, 0.561352830515626, 0.327670245446494, 0.459719813253726, 0.821292944845954
1,1,1,1,1,1,1,1,1,1, 0.865763550470851, 0.553993401167825, 0.340425915195418, 0.481925828770767, 0.829729764272322
1,1,1,1,1,1,1,1,1,1, 0.872237672715860, 0.570853515014097, 0.351721677203381, 0.479833500227913, 0.826727665322768
1,1,1,1,1,1,1,1,1,1, 0.861871821517330, 0.559690191164732, 0.375356092856556, 0.519128898288234, 0.841591175079081
1,1,1,1,1,1,1,1,1,1, 0.873051691322688, 0.591195537451880, 0.404000873071156, 0.526621899077422, 0.840764872135459
